Date,State,Infected,Recovered,Death
26-10-2021,Delhi,1439630,1414232,25091
27-10-2021,Delhi,1439671,1414257,25091
28-10-2021,Delhi,1439709,1414270,25091
29-10-2021,Delhi,1439751,1414315,25091
30-10-2021,Delhi,1439788,1414363,25091
31-10-2021,Delhi,1439825,1414385,25091
1/11/2021,Delhi,1439870,1414431,25091
2/11/2021,Delhi,1439888,1414480,25091
3/11/2021,Delhi,1439922,1414522,25091
4/11/2021,Delhi,1439963,1414552,25091
5/11/2021,Delhi,1440003,1414609,25091
6/11/2021,Delhi,1440035,1414616,25091
7/11/2021,Delhi,1440071,1414629,25091
8/11/2021,Delhi,1440118,1414662,25091
9/11/2021,Delhi,1440143,1414710,25091
10/11/2021,Delhi,1440176,1414736,25091
11/11/2021,Delhi,1440230,1414751,25091
12/11/2021,Delhi,1440270,1414812,25091
13-11-2021,Delhi,1440332,1414868,25093
14-11-2021,Delhi,1440388,1414934,25093
15-11-2021,Delhi,1440424,1414981,25094
16-11-2021,Delhi,1440440,1415008,25095
17-11-2021,Delhi,1440484,1415032,25095
18-11-2021,Delhi,1440528,1415087,25095
19-11-2021,Delhi,1440575,1415118,25095
20-11-2021,Delhi,1440605,1415185,25095
21-11-2021,Delhi,1440637,1415217,25095
22-11-2021,Delhi,1440666,1415262,25095
23-11-2021,Delhi,1440692,1415300,25095
24-11-2021,Delhi,1440719,1415328,25095
25-11-2021,Delhi,1440754,1415348,25095
26-11-2021,Delhi,1440784,1415380,25095
27-11-2021,Delhi,1440807,1415411,25095
28-11-2021,Delhi,1440834,1415448,25096
29-11-2021,Delhi,1440866,1415481,25097
30-11-2021,Delhi,1440900,1415517,25098
1/12/2021,Delhi,1440934,1415549,25098
2/12/2021,Delhi,1440973,1415589,25098
3/12/2021,Delhi,1441190,1415785,25098
4/12/2021,Delhi,1441244,1415814,25098
5/12/2021,Delhi,1441295,1415875,25098
6/12/2021,Delhi,1441358,1415890,25098
7/12/2021,Delhi,1441398,1415955,25099
8/12/2021,Delhi,1441449,1415974,25099
9/12/2021,Delhi,1441514,1416010,25100
10/12/2021,Delhi,1441569,1416083,25100
11/12/2021,Delhi,1441610,1416140,25100
12/12/2021,Delhi,1441662,1416177,25100
13-12-2021,Delhi,1441718,1416221,25100
14-12-2021,Delhi,1441748,1416255,25100
15-12-2021,Delhi,1441793,1416286,25100
16-12-2021,Delhi,1441850,1416322,25100
17-12-2021,Delhi,1441935,1416360,25100
18-12-2021,Delhi,1442004,1416438,25100
19-12-2021,Delhi,1442090,1416506,25100
20-12-2021,Delhi,1442197,1416556,25101
21-12-2021,Delhi,1442288,1416656,25101
22-12-2021,Delhi,1442390,1416731,25102
23-12-2021,Delhi,1442515,1416789,25102
24-12-2021,Delhi,1442633,1416846,25103
25-12-2021,Delhi,1442813,1416928,25103
26-12-2021,Delhi,1443062,1417024,25104
27-12-2021,Delhi,1443352,1417144,25105
28-12-2021,Delhi,1443683,1417288,25106
29-12-2021,Delhi,1444179,1417460,25107
30-12-2021,Delhi,1445102,1417804,25107
31-12-2021,Delhi,1446415,1418227,25107
1/1/2022,Delhi,1448211,1418694,25107
2/1/2022,Delhi,1450927,1419459,25108
3/1/2022,Delhi,1454121,1420615,25109
4/1/2022,Delhi,1458220,1422124,25110
5/1/2022,Delhi,1463701,1423699,25113
6/1/2022,Delhi,1474366,1425938,25121
7/1/2022,Delhi,1489463,1432838,25127
8/1/2022,Delhi,1506798,1441789,25136
9/1/2022,Delhi,1526979,1453658,25143
10/1/2022,Delhi,1549730,1463837,25160
11/1/2022,Delhi,1568896,1477913,25177
12/1/2022,Delhi,1590155,1490074,25200
13-01-2022,Delhi,1617716,1505031,25240
14-01-2022,Delhi,1646583,1527152,25271
15-01-2022,Delhi,1670966,1553388,25305
16-01-2022,Delhi,1691684,1572942,25335
17-01-2022,Delhi,1709970,1594788,25363
18-01-2022,Delhi,1722497,1613128,25387
19-01-2022,Delhi,1734181,1630644,25425
20-01-2022,Delhi,1747966,1647224,25460
21-01-2022,Delhi,1760272,1666039,25503
22-01-2022,Delhi,1771028,1683533,25541
23-01-2022,Delhi,1782514,1698335,25586
24-01-2022,Delhi,1791711,1711845,25620
25-01-2022,Delhi,1797471,1726681,25650
26-01-2022,Delhi,1803499,1735808,25681
27-01-2022,Delhi,1810997,1746972,25710
28-01-2022,Delhi,1815288,1756369,25744
29-01-2022,Delhi,1819332,1764411,25769
30-01-2022,Delhi,1823815,1773218,25797
31-01-2022,Delhi,1827489,1780172,25827
1/2/2022,Delhi,1830268,1785674,25865
2/2/2022,Delhi,1832951,1790511,25892
3/2/2022,Delhi,1835979,1795190,25919
4/2/2022,Delhi,1838647,1799085,25932
5/2/2022,Delhi,1840919,1803251,25952
6/2/2022,Delhi,1842523,1806575,25969
7/2/2022,Delhi,1843933,1809081,25983
8/2/2022,Delhi,1845084,1811201,25998
9/2/2022,Delhi,1846198,1813280,26010
10/2/2022,Delhi,1847515,1815188,26023
11/2/2022,Delhi,1848619,1817146,26035
12/2/2022,Delhi,1849596,1818737,26047
13-02-2022,Delhi,1850516,1820125,26060
14-02-2022,Delhi,1851320,1821322,26072
15-02-2022,Delhi,1851906,1822414,26076
16-02-2022,Delhi,1852662,1823244,26081
17-02-2022,Delhi,1853428,1824145,26086
18-02-2022,Delhi,1854167,1825050,26091
19-02-2022,Delhi,1854774,1825904,26095
20-02-2022,Delhi,1855409,1826695,26097
21-02-2022,Delhi,1856071,1827425,26101
22-02-2022,Delhi,1856517,1828131,26105
23-02-2022,Delhi,1857015,1828542,26106
24-02-2022,Delhi,1857598,1829145,26109
25-02-2022,Delhi,1858154,1829763,26115
26-02-2022,Delhi,1858614,1830412,26117
27-02-2022,Delhi,1859054,1830872,26119
28-02-2022,Delhi,1859634,1831426,26122
1/3/2022,Delhi,1859892,1831925,26122
2/3/2022,Delhi,1860236,1832341,26126
3/3/2022,Delhi,1860561,1832781,26127
4/3/2022,Delhi,1860887,1833169,26130
5/3/2022,Delhi,1861189,1833589,26134
6/3/2022,Delhi,1861463,1833979,26134
7/3/2022,Delhi,1861712,1834317,26134
8/3/2022,Delhi,1861870,1834638,26137
9/3/2022,Delhi,1862047,1834851,26139
10/3/2022,Delhi,1862255,1835130,26140
11/3/2022,Delhi,1862467,1835390,26140
12/3/2022,Delhi,1862641,1835641,26140
13-03-2022,Delhi,1862802,1835869,26141
14-03-2022,Delhi,1862934,1836064,26141
15-03-2022,Delhi,1863070,1836236,26141
16-03-2022,Delhi,1863201,1836401,26143
17-03-2022,Delhi,1863345,1836581,26144
18-03-2022,Delhi,1863493,1836738,26145
19-03-2022,Delhi,1863633,1836886,26145
20-03-2022,Delhi,1863694,1837066,26146
21-03-2022,Delhi,1863791,1837149,26147
22-03-2022,Delhi,1863899,1837247,26147
23-03-2022,Delhi,1864003,1837367,26148
24-03-2022,Delhi,1864135,1837497,26148
25-03-2022,Delhi,1864246,1837642,26149
26-03-2022,Delhi,1864358,1837742,26150
27-03-2022,Delhi,1864478,1837864,26150
28-03-2022,Delhi,1864549,1837950,26151
29-03-2022,Delhi,1864639,1838044,26151
30-03-2022,Delhi,1864734,1838140,26151
31-03-2022,Delhi,1864857,1838246,26152
1/4/2022,Delhi,1864970,1838360,26152
2/4/2022,Delhi,1865101,1838465,26153
3/4/2022,Delhi,1865215,1838553,26153
4/4/2022,Delhi,1865300,1838665,26153
5/4/2022,Delhi,1865382,1838760,26154
6/4/2022,Delhi,1865494,1838852,26154
7/4/2022,Delhi,1865620,1838972,26155
8/4/2022,Delhi,1865796,1839090,26155
9/4/2022,Delhi,1865942,1839237,26156
10/4/2022,Delhi,1866102,1839365,26156
11/4/2022,Delhi,1866243,1839478,26157
12/4/2022,Delhi,1866380,1839622,26157
13-04-2022,Delhi,1866582,1839736,26158
14-04-2022,Delhi,1866881,1839909,26158
15-04-2022,Delhi,1867206,1840133,26158
16-04-2022,Delhi,1867572,1840342,26158
17-04-2022,Delhi,1868033,1840611,26160
18-04-2022,Delhi,1868550,1840872,26160
19-04-2022,Delhi,1869051,1841162,26160
20-04-2022,Delhi,1869683,1841576,26160
21-04-2022,Delhi,1870692,1841890,26161
22-04-2022,Delhi,1871657,1842525,26162
23-04-2022,Delhi,1872699,1843282,26164
24-04-2022,Delhi,1873793,1843922,26166
25-04-2022,Delhi,1874876,1844734,26167
26-04-2022,Delhi,1875887,1845551,26168
27-04-2022,Delhi,1877091,1846414,26169
28-04-2022,Delhi,1878458,1847456,26170
29-04-2022,Delhi,1879948,1848526,26172
30-04-2022,Delhi,1881555,1849772,26174
1/5/2022,Delhi,1883075,1851184,26175
2/5/2022,Delhi,1884560,1852388,26175
3/5/2022,Delhi,1884560,1852388,26175
4/5/2022,Delhi,1887050,1854888,26176
5/5/2022,Delhi,1887050,1854888,26176
6/5/2022,Delhi,1889769,1857846,26177
7/5/2022,Delhi,1891425,1859152,26177
8/5/2022,Delhi,1892832,1860698,26179
9/5/2022,Delhi,1894254,1862136,26179
10/5/2022,Delhi,1895053,1863502,26182
11/5/2022,Delhi,1896171,1864517,26183
12/5/2022,Delhi,1897141,1865755,26184
13-05-2022,Delhi,1898173,1867061,26184
14-05-2022,Delhi,1899072,1868543,26188
15-05-2022,Delhi,1899745,1869617,26192
16-05-2022,Delhi,1900735,1871311,26196
17-05-2022,Delhi,1901128,1872020,26198
18-05-2022,Delhi,1901128,1872020,26198
19-05-2022,Delhi,1901660,1872787,26198
20-05-2022,Delhi,1902180,1873604,26199
21-05-2022,Delhi,1902710,1874282,26199
22-05-2022,Delhi,1903189,1874851,26200
23-05-2022,Delhi,1903554,1875381,26201
24-05-2022,Delhi,1903822,1875802,26201
25-05-2022,Delhi,1904240,1876196,26203
26-05-2022,Delhi,1904664,1876695,26207
27-05-2022,Delhi,1905067,1877198,26208
28-05-2022,Delhi,1905512,1877677,26208
29-05-2022,Delhi,1905954,1878105,26208
30-05-2022,Delhi,1906311,1878479,26208
31-05-2022,Delhi,1906523,1878828,26209
1/6/2022,Delhi,1906896,1879083,26210
2/6/2022,Delhi,1907264,1879487,26210
3/6/2022,Delhi,1907637,1879935,26212
4/6/2022,Delhi,1907982,1880324,26212
5/6/2022,Delhi,1908387,1880708,26212
6/6/2022,Delhi,1908730,1881096,26212
7/6/2022,Delhi,1908977,1881416,26212
8/6/2022,Delhi,1909427,1881680,26213
9/6/2022,Delhi,1909991,1882086,26214
10/6/2022,Delhi,1910613,1882623,26216
11/6/2022,Delhi,1911268,1883042,26218
12/6/2022,Delhi,1912063,1883598,26218
13-06-2022,Delhi,1912798,1884135,26221
14-06-2022,Delhi,1913412,1884630,26221
15-06-2022,Delhi,1914530,1885130,26223
16-06-2022,Delhi,1915905,1886039,26223
17-06-2022,Delhi,1917228,1887055,26225
18-06-2022,Delhi,1919025,1887956,26226
19-06-2022,Delhi,1920559,1889211,26229
20-06-2022,Delhi,1922089,1890315,26232
21-06-2022,Delhi,1923149,1891536,26238
22-06-2022,Delhi,1924532,1892698,26239
23-06-2022,Delhi,1925460,1894164,26242
24-06-2022,Delhi,1927394,1895397,26242
25-06-2022,Delhi,1928841,1897091,26243
26-06-2022,Delhi,1929507,1898541,26249
27-06-2022,Delhi,1931398,1900206,26253
28-06-2022,Delhi,1932026,1901217,26256
29-06-2022,Delhi,1932900,1902158,26260
30-06-2022,Delhi,1934009,1903423,26261
1/7/2022,Delhi,1934874,1904699,26261
2/7/2022,Delhi,1935687,1905720,26264
3/7/2022,Delhi,1936365,1906689,26266
4/7/2022,Delhi,1937013,1907474,26271
5/7/2022,Delhi,1937433,1908223,26272
6/7/2022,Delhi,1938048,1909266,26275
7/7/2022,Delhi,1938648,1909782,26276
8/7/2022,Delhi,1939227,1910470,26277
9/7/2022,Delhi,1939758,1911149,26280
10/7/2022,Delhi,1940302,1911756,26282
11/7/2022,Delhi,1940302,1911756,26282
12/7/2022,Delhi,1941015,1912789,26284
13-07-2022,Delhi,1941415,1913170,26285
14-07-2022,Delhi,1941905,1913651,26288
15-07-2022,Delhi,1942425,1914201,26289
16-07-2022,Delhi,1943026,1914727,26289
17-07-2022,Delhi,1943517,1915332,26291
18-07-2022,Delhi,1944015,1915749,26292
19-07-2022,Delhi,1944393,1916213,26294
20-07-2022,Delhi,1944978,1916642,26296
21-07-2022,Delhi,1945664,1917215,26296
22-07-2022,Delhi,1946313,1917807,26297
23-07-2022,Delhi,1947025,1918400,26298
24-07-2022,Delhi,1947763,1918975,26299
25-07-2022,Delhi,1948492,1919495,26301
26-07-2022,Delhi,1948955,1920104,26303
27-07-2022,Delhi,1949736,1920569,26305
28-07-2022,Delhi,1950802,1921256,26307
29-07-2022,Delhi,1951930,1922097,26307
30-07-2022,Delhi,1953175,1923023,26308
31-07-2022,Delhi,1954508,1923967,26311
1/8/2022,Delhi,1955771,1924951,26311
2/8/2022,Delhi,1956593,1926006,26313
3/8/2022,Delhi,1958099,1926777,26316
4/8/2022,Delhi,1960172,1928214,26321
5/8/2022,Delhi,1962374,1929874,26325
6/8/2022,Delhi,1964793,1931590,26327
7/8/2022,Delhi,1967104,1933427,26328
8/8/2022,Delhi,1969527,1935152,26330
9/8/2022,Delhi,1970899,1937079,26336
10/8/2022,Delhi,1973394,1938545,26343
11/8/2022,Delhi,1975540,1940984,26351
12/8/2022,Delhi,1978266,1943069,26357
13-08-2022,Delhi,1980402,1945692,26367
14-08-2022,Delhi,1982433,1947952,26376
15-08-2022,Delhi,1984595,1949784,26381
16-08-2022,Delhi,1985822,1951914,26389
17-08-2022,Delhi,1986739,1953480,26392
18-08-2022,Delhi,1988391,1955182,26400
19-08-2022,Delhi,1990355,1957121,26408
20-08-2022,Delhi,1991772,1959215,26411
21-08-2022,Delhi,1992881,1960902,26420
22-08-2022,Delhi,1993823,1962262,26420
23-08-2022,Delhi,1994448,1963376,26427
24-08-2022,Delhi,1995407,1964315,26436
25-08-2022,Delhi,1996352,1965600,26442
26-08-2022,Delhi,1997054,1966954,26446
27-08-2022,Delhi,1997674,1968020,26448
28-08-2022,Delhi,1998247,1968888,26453
29-08-2022,Delhi,1998644,1969581,26458
30-08-2022,Delhi,1998858,1970137,26462
31-08-2022,Delhi,1999240,1970547,26467
1/9/2022,Delhi,1999617,1971136,26469
2/9/2022,Delhi,1999888,1971795,26472
3/9/2022,Delhi,2000187,1972256,26474
4/9/2022,Delhi,2000423,1972654,26477
5/9/2022,Delhi,2000641,1972992,26477
6/9/2022,Delhi,2000750,1973249,26481
7/9/2022,Delhi,2000950,1973447,26482
8/9/2022,Delhi,NA,1973707,26484
00-01-1900,Delhi,NA,NA,NA
9/9/2022,Delhi,2001309,1973962,26487
10/9/2022,Delhi,2001432,1974153,26491
11/9/2022,Delhi,2001569,1974347,26491
12/9/2022,Delhi,2001706,1974496,26493
13-09-2022,Delhi,2001769,1974656,26494
14-09-2022,Delhi,2001887,1974802,26494
15-09-2022,Delhi,2002029,1974960,26494
16-09-2022,Delhi,2002145,1975102,26497
17-09-2022,Delhi,2002268,1975219,26497
18-09-2022,Delhi,2002357,1975343,26498
19-09-2022,Delhi,2002452,1975439,26499
20-09-2022,Delhi,2002491,1975541,26499
21-09-2022,Delhi,2002572,1975609,26500
22-09-2022,Delhi,2002695,1975721,26500
23-09-2022,Delhi,2002772,1975841,26500
24-09-2022,Delhi,2002867,1975936,26501
25-09-2022,Delhi,2002938,1976034,26501
26-09-2022,Delhi,2003013,1976107,26501
27-09-2022,Delhi,2003046,1976173,26501
28-09-2022,Delhi,2003119,1976232,26501
29-09-2022,Delhi,2003207,1976314,26501
30-09-2022,Delhi,2003282,1976402,26501
1/10/2022,Delhi,2003282,1976402,26501
2/10/2022,Delhi,2003461,1976580,26502
3/10/2022,Delhi,2003537,1976661,26502
4/10/2022,Delhi,2003576,1976717,26503
5/10/2022,Delhi,2003650,1976788,26503
6/10/2022,Delhi,2003746,1976863,26503
7/10/2022,Delhi,2003803,1976972,26503
8/10/2022,Delhi,2003904,1977034,26504
9/10/2022,Delhi,2004041,1977139,26505
10/10/2022,Delhi,2004120,1977230,26505
11/10/2022,Delhi,2004187,1977292,26505
12/10/2022,Delhi,2004284,1977358,26506
13-10-2022,Delhi,2004391,1977452,26506
14-10-2022,Delhi,2004540,1977606,26506
15-10-2022,Delhi,2004652,1977712,26506
16-10-2022,Delhi,2004787,1977816,26506
17-10-2022,Delhi,2004902,1977918,26506
18-10-2022,Delhi,2004963,1978028,26506
19-10-2022,Delhi,2005104,1978098,26506
20-10-2022,Delhi,2005211,1978217,26506
21-10-2022,Delhi,2005329,1978347,26506
22-10-2022,Delhi,2005442,1978476,26506
23-10-2022,Delhi,2005536,1978603,26507
24-10-2022,Delhi,2005623,1978693,26507
25-10-2022,Delhi,2005676,1978783,26508
26-10-2022,Delhi,2005715,1978865,26508
27-10-2022,Delhi,2005801,1978931,26508
28-10-2022,Delhi,2005882,1979023,26508
29-10-2022,Delhi,2005989,1979109,26508
30-10-2022,Delhi,2006105,1979201,26508
31-10-2022,Delhi,2006158,1979302,26508
1/11/2022,Delhi,2006203,1979350,26509
2/11/2022,Delhi,2006266,1979404,26509
3/11/2022,Delhi,2006324,1979509,26509
4/11/2022,Delhi,2006389,1979562,26509
5/11/2022,Delhi,2006443,1979639,26511
6/11/2022,Delhi,2006511,1979701,26512
7/11/2022,Delhi,2006553,1979778,26513
8/11/2022,Delhi,2006574,1979823,26513
9/11/2022,Delhi,2006608,1979864,26513
10/11/2022,Delhi,2006644,1979903,26513
11/11/2022,Delhi,2006680,1979960,26513
12/11/2022,Delhi,2006710,1980014,26514
13-11-2022,Delhi,2006769,1980050,26514
14-11-2022,Delhi,2006785,1980108,26514
15-11-2022,Delhi,2006794,1980132,26514
16-11-2022,Delhi,2006808,1980147,26515
17-11-2022,Delhi,2006827,1980180,26516
18-11-2022,Delhi,2006849,1980189,26516
19-11-2022,Delhi,2006731,1980215,26516
20-11-2022,Delhi,2006869,1980224,26516
21-11-2022,Delhi,2006883,1980240,26516
22-11-2022,Delhi,2006885,1980254,26516
23-11-2022,Delhi,2006894,1980263,26516
24-11-2022,Delhi,2006901,1980272,26516
25-11-2022,Delhi,2006907,1980356,26517
26-11-2022,Delhi,2006915,1980368,26517
27-11-2022,Delhi,2006921,1980379,26517
28-11-2022,Delhi,2006933,1980386,26517
29-11-2022,Delhi,2006935,1980395,26518
30-11-2022,Delhi,2006947,1980399,26518
1/12/2022,Delhi,2006961,1980416,26518
2/12/2022,Delhi,2006971,1980426,26518
3/12/2022,Delhi,2006981,1980432,26518
4/12/2022,Delhi,2006986,1980440,26518
5/12/2022,Delhi,2006996,1980448,26518
6/12/2022,Delhi,2007003,1980456,26519
7/12/2022,Delhi,2007005,1980462,26519
8/12/2022,Delhi,2007005,1980462,26519
9/12/2022,Delhi,2007020,1980480,26519
10/12/2022,Delhi,2007024,1980487,26519
11/12/2022,Delhi,2007029,1980491,26519
12/12/2022,Delhi,2007036,1980498,26519
13-12-2022,Delhi,2007038,1980506,26519
14-12-2022,Delhi,2007038,1980506,26519
15-12-2022,Delhi,2007046,1980510,26519
16-12-2022,Delhi,2007034,1980515,26519
17-12-2022,Delhi,2007063,1980523,26519
18-12-2022,Delhi,2007077,1980529,26519
19-12-2022,Delhi,2007087,1980535,26519
20-12-2022,Delhi,2007090,1980542,26519
21-12-2022,Delhi,2007097,1980547,26519
22-12-2022,Delhi,2007102,1980555,26520
23-12-2022,Delhi,2007112,1980559,26521
24-12-2022,Delhi,2007125,1980571,26521
25-12-2022,Delhi,2007143,1980585,26521
26-12-2022,Delhi,2007152,1980607,26521
27-12-2022,Delhi,2007159,1980612,26521
28-12-2022,Delhi,2007175,1980615,26521
29-12-2022,Delhi,2007188,1980632,26521
31-12-2022,Delhi,2007208,1980657,26521
1/1/2023,Delhi,2007238,1980678,26521
2/1/2023,Delhi,2007233,1980670,26521
3/1/2023,Delhi,2007237,1980684,26521
4/1/2023,Delhi,2007244,1980689,26521
5/1/2023,Delhi,2007250,1980699,26521
6/1/2023,Delhi,2007257,1980706,26521
7/1/2023,Delhi,2007265,1980721,26521
8/1/2023,Delhi,2007273,1980728,26521
9/1/2023,Delhi,2007281,1980736,26521
10/1/2023,Delhi,2007289,1980746,26522
11/1/2023,Delhi,2007295,1980749,26522
12/1/2023,Delhi,2007298,1980757,26522
13-01-2023,Delhi,2007303,1980758,26522
14-01-2023,Delhi,2007309,1980761,26522
15-01-2023,Delhi,2007328,1980780,26522
16-01-2023,Delhi,2007313,1980772,26522
17-01-2023,Delhi,2007313,1980781,26522
18-01-2023,Delhi,2007324,1980782,26522
19-01-2023,Delhi,2007326,1980791,26522
20-01-2023,Delhi,2007330,1980795,26522
21-01-2023,Delhi,2007337,1980800,26522
22-01-2023,Delhi,2007337,1980800,26522
23-01-2023,Delhi,2007347,1980812,26522
24-01-2023,Delhi,2007351,1980813,26522
25-01-2023,Delhi,2007356,1980813,26522
26-01-2023,Delhi,2007360,1980820,26522
27-01-2023,Delhi,2007368,1980825,26522
28-01-2023,Delhi,2007368,1980835,26522
29-01-2023,Delhi,2007371,1980836,26522
30-01-2023,Delhi,2007374,1980839,26522
31-01-2023,Delhi,2007366,1980844,26522
1/2/2023,Delhi,2007377,1980845,26522
10/3/2020,Goa,0,0,0
11/3/2020,Goa,0,0,0
12/3/2020,Goa,0,0,0
13-03-2020,Goa,0,0,0
14-03-2020,Goa,0,0,0
15-03-2020,Goa,0,0,0
16-03-2020,Goa,0,0,0
17-03-2020,Goa,0,0,0
18-03-2020,Goa,0,0,0
19-03-2020,Goa,0,0,0
20-03-2020,Goa,0,0,0
21-03-2020,Goa,0,0,0
22-03-2020,Goa,0,0,0
23-03-2020,Goa,0,0,0
24-03-2020,Goa,0,0,0
25-03-2020,Goa,0,0,0
26-03-2020,Goa,3,0,0
27-03-2020,Goa,3,0,0
28-03-2020,Goa,3,0,0
29-03-2020,Goa,5,0,0
30-03-2020,Goa,5,0,0
31-03-2020,Goa,5,0,0
1/4/2020,Goa,5,0,0
2/4/2020,Goa,5,0,0
3/4/2020,Goa,6,0,0
4/4/2020,Goa,7,0,0
5/4/2020,Goa,7,0,0
6/4/2020,Goa,7,0,0
7/4/2020,Goa,7,0,0
8/4/2020,Goa,7,0,0
9/4/2020,Goa,7,0,0
10/4/2020,Goa,7,1,0
11/4/2020,Goa,7,1,0
12/4/2020,Goa,7,5,0
13-04-2020,Goa,7,5,0
14-04-2020,Goa,7,5,0
15-04-2020,Goa,7,5,0
16-04-2020,Goa,7,5,0
17-04-2020,Goa,7,6,0
18-04-2020,Goa,7,6,0
19-04-2020,Goa,7,6,0
20-04-2020,Goa,7,7,0
21-04-2020,Goa,7,7,0
22-04-2020,Goa,7,7,0
23-04-2020,Goa,7,7,0
24-04-2020,Goa,7,7,0
25-04-2020,Goa,7,7,0
26-04-2020,Goa,7,7,0
27-04-2020,Goa,7,7,0
28-04-2020,Goa,7,7,0
29-04-2020,Goa,7,7,0
30-04-2020,Goa,7,7,0
1/5/2020,Goa,7,7,0
2/5/2020,Goa,7,7,0
3/5/2020,Goa,7,7,0
4/5/2020,Goa,7,7,0
5/5/2020,Goa,7,7,0
6/5/2020,Goa,7,7,0
7/5/2020,Goa,7,7,0
8/5/2020,Goa,7,7,0
9/5/2020,Goa,7,7,0
10/5/2020,Goa,7,7,0
11/5/2020,Goa,7,7,0
12/5/2020,Goa,7,7,0
13-05-2020,Goa,7,7,0
14-05-2020,Goa,7,7,0
15-05-2020,Goa,14,7,0
16-05-2020,Goa,15,7,0
17-05-2020,Goa,17,7,0
18-05-2020,Goa,29,7,0
19-05-2020,Goa,38,7,0
20-05-2020,Goa,46,7,0
21-05-2020,Goa,50,7,0
22-05-2020,Goa,52,7,0
23-05-2020,Goa,54,16,0
24-05-2020,Goa,55,16,0
25-05-2020,Goa,66,19,0
26-05-2020,Goa,67,19,0
27-05-2020,Goa,67,28,0
28-05-2020,Goa,68,37,0
29-05-2020,Goa,69,38,0
30-05-2020,Goa,69,41,0
31-05-2020,Goa,70,41,0
1/6/2020,Goa,70,42,0
2/6/2020,Goa,71,42,0
3/6/2020,Goa,79,57,0
4/6/2020,Goa,79,57,0
5/6/2020,Goa,166,57,0
6/6/2020,Goa,196,65,0
7/6/2020,Goa,267,65,0
8/6/2020,Goa,300,65,0
9/6/2020,Goa,330,67,0
10/6/2020,Goa,359,67,0
11/6/2020,Goa,387,67,0
12/6/2020,Goa,417,67,0
13-06-2020,Goa,463,69,0
14-06-2020,Goa,523,70,0
15-06-2020,Goa,564,74,0
16-06-2020,Goa,592,85,0
17-06-2020,Goa,629,85,0
18-06-2020,Goa,656,96,0
19-06-2020,Goa,705,109,0
20-06-2020,Goa,725,118,0
21-06-2020,Goa,754,129,0
22-06-2020,Goa,754,129,0
23-06-2020,Goa,864,152,1
24-06-2020,Goa,909,205,1
25-06-2020,Goa,951,289,2
26-06-2020,Goa,995,335,2
27-06-2020,Goa,1039,370,2
28-06-2020,Goa,1128,420,2
29-06-2020,Goa,1198,478,3
30-06-2020,Goa,1198,478,3
1/7/2020,Goa,1315,596,3
2/7/2020,Goa,1387,670,4
3/7/2020,Goa,1482,734,4
4/7/2020,Goa,1482,734,4
5/7/2020,Goa,1684,825,6
6/7/2020,Goa,1761,936,7
7/7/2020,Goa,1813,1061,7
8/7/2020,Goa,1903,1156,8
9/7/2020,Goa,2039,1207,8
10/7/2020,Goa,2151,1273,9
11/7/2020,Goa,2251,1347,9
12/7/2020,Goa,2368,1428,12
13-07-2020,Goa,2453,1487,14
14-07-2020,Goa,2583,1540,17
15-07-2020,Goa,2753,1607,18
16-07-2020,Goa,2951,1674,18
17-07-2020,Goa,3108,1817,19
18-07-2020,Goa,3304,1946,21
19-07-2020,Goa,3484,2038,21
20-07-2020,Goa,3657,2218,22
21-07-2020,Goa,3853,2361,23
22-07-2020,Goa,4027,2449,26
23-07-2020,Goa,4176,2541,28
24-07-2020,Goa,4350,2655,29
25-07-2020,Goa,4540,2865,29
26-07-2020,Goa,4686,3047,33
27-07-2020,Goa,4861,3277,35
28-07-2020,Goa,5119,3410,36
29-07-2020,Goa,5287,3595,36
30-07-2020,Goa,5489,3784,39
31-07-2020,Goa,5704,4005,42
1/8/2020,Goa,5913,4211,45
2/8/2020,Goa,6193,4438,48
3/8/2020,Goa,6530,4668,53
4/8/2020,Goa,6816,4876,56
5/8/2020,Goa,7075,5114,60
6/8/2020,Goa,7423,5287,64
7/8/2020,Goa,7614,5453,66
8/8/2020,Goa,7947,5595,70
9/8/2020,Goa,8206,5802,72
10/8/2020,Goa,8712,5995,75
11/8/2020,Goa,9029,6208,80
12/8/2020,Goa,9444,6480,86
13-08-2020,Goa,9924,6641,89
14-08-2020,Goa,10494,6912,91
15-08-2020,Goa,10970,7157,93
16-08-2020,Goa,11339,7488,98
17-08-2020,Goa,11639,7775,104
18-08-2020,Goa,11994,8058,111
19-08-2020,Goa,12333,8356,116
20-08-2020,Goa,12675,8713,124
21-08-2020,Goa,13099,9063,126
22-08-2020,Goa,13484,9540,135
23-08-2020,Goa,13790,10019,140
24-08-2020,Goa,13999,10472,144
25-08-2020,Goa,14138,10909,148
26-08-2020,Goa,14530,11224,157
27-08-2020,Goa,15027,11511,165
28-08-2020,Goa,15483,11867,171
29-08-2020,Goa,16006,12296,175
30-08-2020,Goa,16553,12729,178
31-08-2020,Goa,17004,13186,183
1/9/2020,Goa,17418,13577,192
2/9/2020,Goa,18006,13850,194
3/9/2020,Goa,18642,14059,204
4/9/2020,Goa,19355,14361,212
5/9/2020,Goa,19863,14747,220
6/9/2020,Goa,20455,15281,229
7/9/2020,Goa,20829,15839,236
8/9/2020,Goa,21173,16427,245
9/9/2020,Goa,21630,16875,256
10/9/2020,Goa,22251,17156,262
11/9/2020,Goa,22890,17592,268
